,Company,Product,Total Company response to consumer Complaints
2605,NATIONSTAR MORTGAGE,Checking or savings account,0
2606,NATIONSTAR MORTGAGE,Checking or savings account,0
2607,NATIONSTAR MORTGAGE,Checking or savings account,0
2608,NATIONSTAR MORTGAGE,Checking or savings account,0
2609,NATIONSTAR MORTGAGE,Checking or savings account,0
2610,NATIONSTAR MORTGAGE,Credit card or prepaid card,7
2611,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2612,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2613,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2614,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2615,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2616,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2617,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2618,NATIONSTAR MORTGAGE,Credit card or prepaid card,0
2619,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",739
2620,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",1
2621,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",3
2622,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",2
2623,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
2624,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
2625,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
2626,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
2627,NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
2628,NATIONSTAR MORTGAGE,Debt collection,628
2629,NATIONSTAR MORTGAGE,Debt collection,2
2630,NATIONSTAR MORTGAGE,Debt collection,0
2631,NATIONSTAR MORTGAGE,Debt collection,3
2632,NATIONSTAR MORTGAGE,Debt collection,0
2633,NATIONSTAR MORTGAGE,Debt collection,10
2634,NATIONSTAR MORTGAGE,Debt collection,0
2635,NATIONSTAR MORTGAGE,Debt collection,0
2636,NATIONSTAR MORTGAGE,Debt collection,0
2637,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",14
2638,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2639,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2640,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2641,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2642,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2643,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2644,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2645,NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
2646,NATIONSTAR MORTGAGE,Student loan,3
2647,NATIONSTAR MORTGAGE,Student loan,0
2648,NATIONSTAR MORTGAGE,Student loan,0
2649,NATIONSTAR MORTGAGE,Student loan,0
2650,NATIONSTAR MORTGAGE,Student loan,0
2651,NATIONSTAR MORTGAGE,Student loan,0
2652,NATIONSTAR MORTGAGE,Student loan,0
2653,NATIONSTAR MORTGAGE,Student loan,0
2654,NATIONSTAR MORTGAGE,Student loan,0
2655,NATIONSTAR MORTGAGE,Vehicle loan or lease,1
2656,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2657,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2658,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2659,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2660,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2661,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2662,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2663,NATIONSTAR MORTGAGE,Vehicle loan or lease,0
2664,NATIONSTAR MORTGAGE,Mortgage,23677
2665,NATIONSTAR MORTGAGE,Mortgage,25
2666,NATIONSTAR MORTGAGE,Mortgage,41
2667,NATIONSTAR MORTGAGE,Mortgage,174
2668,NATIONSTAR MORTGAGE,Mortgage,0
2669,NATIONSTAR MORTGAGE,Mortgage,362
2670,NATIONSTAR MORTGAGE,Mortgage,123
2671,NATIONSTAR MORTGAGE,Mortgage,6
2672,NATIONSTAR MORTGAGE,Mortgage,0
2673,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",8
2674,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2675,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2676,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2677,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2678,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2679,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2680,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2681,NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
2682,NATIONSTAR MORTGAGE,Bank account or service,29
2683,NATIONSTAR MORTGAGE,Bank account or service,0
2684,NATIONSTAR MORTGAGE,Bank account or service,0
2685,NATIONSTAR MORTGAGE,Bank account or service,0
2686,NATIONSTAR MORTGAGE,Bank account or service,0
2687,NATIONSTAR MORTGAGE,Bank account or service,0
2688,NATIONSTAR MORTGAGE,Bank account or service,0
2689,NATIONSTAR MORTGAGE,Bank account or service,0
2690,NATIONSTAR MORTGAGE,Bank account or service,0
2691,NATIONSTAR MORTGAGE,Credit card,0
2692,NATIONSTAR MORTGAGE,Credit card,0
2693,NATIONSTAR MORTGAGE,Credit card,0
2694,NATIONSTAR MORTGAGE,Credit card,0
2695,NATIONSTAR MORTGAGE,Credit card,0
2696,NATIONSTAR MORTGAGE,Credit card,0
2697,NATIONSTAR MORTGAGE,Credit card,0
2698,NATIONSTAR MORTGAGE,Credit card,0
2699,NATIONSTAR MORTGAGE,Credit card,0
2700,NATIONSTAR MORTGAGE,Credit reporting,16
2701,NATIONSTAR MORTGAGE,Credit reporting,0
2702,NATIONSTAR MORTGAGE,Credit reporting,0
2703,NATIONSTAR MORTGAGE,Credit reporting,0
2704,NATIONSTAR MORTGAGE,Credit reporting,0
2705,NATIONSTAR MORTGAGE,Credit reporting,0
2706,NATIONSTAR MORTGAGE,Credit reporting,0
2707,NATIONSTAR MORTGAGE,Credit reporting,0
2708,NATIONSTAR MORTGAGE,Credit reporting,0
2709,NATIONSTAR MORTGAGE,Consumer Loan,13
2710,NATIONSTAR MORTGAGE,Consumer Loan,0
2711,NATIONSTAR MORTGAGE,Consumer Loan,0
2712,NATIONSTAR MORTGAGE,Consumer Loan,0
2713,NATIONSTAR MORTGAGE,Consumer Loan,0
2714,NATIONSTAR MORTGAGE,Consumer Loan,0
2715,NATIONSTAR MORTGAGE,Consumer Loan,0
2716,NATIONSTAR MORTGAGE,Consumer Loan,0
2717,NATIONSTAR MORTGAGE,Consumer Loan,0
2718,NATIONSTAR MORTGAGE,Prepaid card,0
2719,NATIONSTAR MORTGAGE,Prepaid card,0
2720,NATIONSTAR MORTGAGE,Prepaid card,0
2721,NATIONSTAR MORTGAGE,Prepaid card,0
2722,NATIONSTAR MORTGAGE,Prepaid card,0
2723,NATIONSTAR MORTGAGE,Prepaid card,0
2724,NATIONSTAR MORTGAGE,Prepaid card,0
2725,NATIONSTAR MORTGAGE,Prepaid card,0
2726,NATIONSTAR MORTGAGE,Prepaid card,0
2727,NATIONSTAR MORTGAGE,Money transfers,1
2728,NATIONSTAR MORTGAGE,Money transfers,0
2729,NATIONSTAR MORTGAGE,Money transfers,0
2730,NATIONSTAR MORTGAGE,Money transfers,0
2731,NATIONSTAR MORTGAGE,Money transfers,0
2732,NATIONSTAR MORTGAGE,Money transfers,0
2733,NATIONSTAR MORTGAGE,Money transfers,0
2734,NATIONSTAR MORTGAGE,Money transfers,0
2735,NATIONSTAR MORTGAGE,Money transfers,0
2736,NATIONSTAR MORTGAGE,Other financial service,1
2737,NATIONSTAR MORTGAGE,Other financial service,0
2738,NATIONSTAR MORTGAGE,Other financial service,0
2739,NATIONSTAR MORTGAGE,Other financial service,0
2740,NATIONSTAR MORTGAGE,Other financial service,0
2741,NATIONSTAR MORTGAGE,Other financial service,0
2742,NATIONSTAR MORTGAGE,Other financial service,0
2743,NATIONSTAR MORTGAGE,Other financial service,0
2744,NATIONSTAR MORTGAGE,Other financial service,0
2745,NATIONSTAR MORTGAGE,Payday loan,0
2746,NATIONSTAR MORTGAGE,Payday loan,0
2747,NATIONSTAR MORTGAGE,Payday loan,0
2748,NATIONSTAR MORTGAGE,Payday loan,0
2749,NATIONSTAR MORTGAGE,Payday loan,0
2750,NATIONSTAR MORTGAGE,Payday loan,0
2751,NATIONSTAR MORTGAGE,Payday loan,0
2752,NATIONSTAR MORTGAGE,Payday loan,0
2753,NATIONSTAR MORTGAGE,Payday loan,0
2754,U.S. BANCORP,Checking or savings account,3433
2755,U.S. BANCORP,Checking or savings account,1
2756,U.S. BANCORP,Checking or savings account,599
2757,U.S. BANCORP,Checking or savings account,328
2758,U.S. BANCORP,Checking or savings account,0
2759,U.S. BANCORP,Checking or savings account,0
2760,U.S. BANCORP,Checking or savings account,0
2761,U.S. BANCORP,Checking or savings account,0
2762,U.S. BANCORP,Checking or savings account,0
2763,U.S. BANCORP,Credit card or prepaid card,3317
2764,U.S. BANCORP,Credit card or prepaid card,1
2765,U.S. BANCORP,Credit card or prepaid card,808
2766,U.S. BANCORP,Credit card or prepaid card,1515
2767,U.S. BANCORP,Credit card or prepaid card,0
2768,U.S. BANCORP,Credit card or prepaid card,0
2769,U.S. BANCORP,Credit card or prepaid card,0
2770,U.S. BANCORP,Credit card or prepaid card,0
2771,U.S. BANCORP,Credit card or prepaid card,0
2772,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",963
2773,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2774,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",28
2775,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",684
2776,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2777,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2778,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2779,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2780,U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
2781,U.S. BANCORP,Debt collection,904
2782,U.S. BANCORP,Debt collection,0
2783,U.S. BANCORP,Debt collection,37
2784,U.S. BANCORP,Debt collection,241
2785,U.S. BANCORP,Debt collection,0
2786,U.S. BANCORP,Debt collection,7
2787,U.S. BANCORP,Debt collection,0
2788,U.S. BANCORP,Debt collection,0
2789,U.S. BANCORP,Debt collection,0
2790,U.S. BANCORP,"Money transfer, virtual currency, or money service",286
2791,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2792,U.S. BANCORP,"Money transfer, virtual currency, or money service",29
2793,U.S. BANCORP,"Money transfer, virtual currency, or money service",25
2794,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2795,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2796,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2797,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2798,U.S. BANCORP,"Money transfer, virtual currency, or money service",0
2799,U.S. BANCORP,Student loan,60
2800,U.S. BANCORP,Student loan,0
2801,U.S. BANCORP,Student loan,0
2802,U.S. BANCORP,Student loan,12
2803,U.S. BANCORP,Student loan,0
2804,U.S. BANCORP,Student loan,0
2805,U.S. BANCORP,Student loan,17
2806,U.S. BANCORP,Student loan,0
2807,U.S. BANCORP,Student loan,0
2808,U.S. BANCORP,Vehicle loan or lease,332
2809,U.S. BANCORP,Vehicle loan or lease,0
2810,U.S. BANCORP,Vehicle loan or lease,54
2811,U.S. BANCORP,Vehicle loan or lease,150
2812,U.S. BANCORP,Vehicle loan or lease,0
2813,U.S. BANCORP,Vehicle loan or lease,0
2814,U.S. BANCORP,Vehicle loan or lease,0
2815,U.S. BANCORP,Vehicle loan or lease,0
2816,U.S. BANCORP,Vehicle loan or lease,0
2817,U.S. BANCORP,Mortgage,5259
2818,U.S. BANCORP,Mortgage,26
2819,U.S. BANCORP,Mortgage,546
2820,U.S. BANCORP,Mortgage,996
2821,U.S. BANCORP,Mortgage,0
2822,U.S. BANCORP,Mortgage,14
2823,U.S. BANCORP,Mortgage,198
2824,U.S. BANCORP,Mortgage,47
2825,U.S. BANCORP,Mortgage,0
2826,U.S. BANCORP,"Payday loan, title loan, or personal loan",139
2827,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2828,U.S. BANCORP,"Payday loan, title loan, or personal loan",19
2829,U.S. BANCORP,"Payday loan, title loan, or personal loan",40
2830,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2831,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2832,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2833,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2834,U.S. BANCORP,"Payday loan, title loan, or personal loan",0
2835,U.S. BANCORP,Bank account or service,2676
2836,U.S. BANCORP,Bank account or service,0
2837,U.S. BANCORP,Bank account or service,659
2838,U.S. BANCORP,Bank account or service,241
2839,U.S. BANCORP,Bank account or service,0
2840,U.S. BANCORP,Bank account or service,26
2841,U.S. BANCORP,Bank account or service,84
2842,U.S. BANCORP,Bank account or service,40
2843,U.S. BANCORP,Bank account or service,0
2844,U.S. BANCORP,Credit card,1399
2845,U.S. BANCORP,Credit card,0
2846,U.S. BANCORP,Credit card,370
2847,U.S. BANCORP,Credit card,519
2848,U.S. BANCORP,Credit card,0
2849,U.S. BANCORP,Credit card,9
2850,U.S. BANCORP,Credit card,94
2851,U.S. BANCORP,Credit card,57
2852,U.S. BANCORP,Credit card,0
2853,U.S. BANCORP,Credit reporting,48
2854,U.S. BANCORP,Credit reporting,0
2855,U.S. BANCORP,Credit reporting,3
2856,U.S. BANCORP,Credit reporting,11
2857,U.S. BANCORP,Credit reporting,0
2858,U.S. BANCORP,Credit reporting,0
2859,U.S. BANCORP,Credit reporting,0
2860,U.S. BANCORP,Credit reporting,0
2861,U.S. BANCORP,Credit reporting,0
2862,U.S. BANCORP,Consumer Loan,428
2863,U.S. BANCORP,Consumer Loan,0
2864,U.S. BANCORP,Consumer Loan,62
2865,U.S. BANCORP,Consumer Loan,68
2866,U.S. BANCORP,Consumer Loan,0
2867,U.S. BANCORP,Consumer Loan,0
2868,U.S. BANCORP,Consumer Loan,13
2869,U.S. BANCORP,Consumer Loan,3
2870,U.S. BANCORP,Consumer Loan,0
2871,U.S. BANCORP,Prepaid card,148
2872,U.S. BANCORP,Prepaid card,0
2873,U.S. BANCORP,Prepaid card,164
2874,U.S. BANCORP,Prepaid card,10
2875,U.S. BANCORP,Prepaid card,0
2876,U.S. BANCORP,Prepaid card,0
2877,U.S. BANCORP,Prepaid card,0
2878,U.S. BANCORP,Prepaid card,0
2879,U.S. BANCORP,Prepaid card,0
2880,U.S. BANCORP,Money transfers,24
2881,U.S. BANCORP,Money transfers,0
2882,U.S. BANCORP,Money transfers,10
2883,U.S. BANCORP,Money transfers,0
2884,U.S. BANCORP,Money transfers,0
2885,U.S. BANCORP,Money transfers,0
2886,U.S. BANCORP,Money transfers,0
2887,U.S. BANCORP,Money transfers,0
2888,U.S. BANCORP,Money transfers,0
2889,U.S. BANCORP,Other financial service,15
2890,U.S. BANCORP,Other financial service,0
2891,U.S. BANCORP,Other financial service,1
2892,U.S. BANCORP,Other financial service,0
2893,U.S. BANCORP,Other financial service,0
2894,U.S. BANCORP,Other financial service,0
2895,U.S. BANCORP,Other financial service,0
2896,U.S. BANCORP,Other financial service,0
2897,U.S. BANCORP,Other financial service,0
2898,U.S. BANCORP,Payday loan,15
2899,U.S. BANCORP,Payday loan,0
2900,U.S. BANCORP,Payday loan,2
2901,U.S. BANCORP,Payday loan,1
2902,U.S. BANCORP,Payday loan,0
2903,U.S. BANCORP,Payday loan,0
2904,U.S. BANCORP,Payday loan,0
2905,U.S. BANCORP,Payday loan,0
2906,U.S. BANCORP,Payday loan,0
2907,Ocwen Financial Corporation,Checking or savings account,6
2908,Ocwen Financial Corporation,Checking or savings account,0
2909,Ocwen Financial Corporation,Checking or savings account,0
2910,Ocwen Financial Corporation,Checking or savings account,0
2911,Ocwen Financial Corporation,Checking or savings account,0
2912,Ocwen Financial Corporation,Checking or savings account,0
2913,Ocwen Financial Corporation,Checking or savings account,0
2914,Ocwen Financial Corporation,Checking or savings account,0
2915,Ocwen Financial Corporation,Checking or savings account,0
2916,Ocwen Financial Corporation,Credit card or prepaid card,7
2917,Ocwen Financial Corporation,Credit card or prepaid card,0
2918,Ocwen Financial Corporation,Credit card or prepaid card,0
2919,Ocwen Financial Corporation,Credit card or prepaid card,0
2920,Ocwen Financial Corporation,Credit card or prepaid card,0
2921,Ocwen Financial Corporation,Credit card or prepaid card,0
2922,Ocwen Financial Corporation,Credit card or prepaid card,0
2923,Ocwen Financial Corporation,Credit card or prepaid card,0
2924,Ocwen Financial Corporation,Credit card or prepaid card,0
2925,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",667
2926,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",1
2927,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2928,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",14
2929,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2930,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2931,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2932,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2933,Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
2934,Ocwen Financial Corporation,Debt collection,926
2935,Ocwen Financial Corporation,Debt collection,0
2936,Ocwen Financial Corporation,Debt collection,2
2937,Ocwen Financial Corporation,Debt collection,14
2938,Ocwen Financial Corporation,Debt collection,0
2939,Ocwen Financial Corporation,Debt collection,42
2940,Ocwen Financial Corporation,Debt collection,0
2941,Ocwen Financial Corporation,Debt collection,0
2942,Ocwen Financial Corporation,Debt collection,0
2943,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",17
2944,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2945,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2946,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2947,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2948,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2949,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2950,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2951,Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
2952,Ocwen Financial Corporation,Student loan,2
2953,Ocwen Financial Corporation,Student loan,0
2954,Ocwen Financial Corporation,Student loan,0
2955,Ocwen Financial Corporation,Student loan,0
2956,Ocwen Financial Corporation,Student loan,0
2957,Ocwen Financial Corporation,Student loan,0
2958,Ocwen Financial Corporation,Student loan,0
2959,Ocwen Financial Corporation,Student loan,0
2960,Ocwen Financial Corporation,Student loan,0
2961,Ocwen Financial Corporation,Vehicle loan or lease,2
2962,Ocwen Financial Corporation,Vehicle loan or lease,0
2963,Ocwen Financial Corporation,Vehicle loan or lease,0
2964,Ocwen Financial Corporation,Vehicle loan or lease,0
2965,Ocwen Financial Corporation,Vehicle loan or lease,0
2966,Ocwen Financial Corporation,Vehicle loan or lease,0
2967,Ocwen Financial Corporation,Vehicle loan or lease,0
2968,Ocwen Financial Corporation,Vehicle loan or lease,0
2969,Ocwen Financial Corporation,Vehicle loan or lease,0
2970,Ocwen Financial Corporation,Mortgage,27812
2971,Ocwen Financial Corporation,Mortgage,34
2972,Ocwen Financial Corporation,Mortgage,187
2973,Ocwen Financial Corporation,Mortgage,439
2974,Ocwen Financial Corporation,Mortgage,2
2975,Ocwen Financial Corporation,Mortgage,1194
2976,Ocwen Financial Corporation,Mortgage,900
2977,Ocwen Financial Corporation,Mortgage,135
2978,Ocwen Financial Corporation,Mortgage,0
2979,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",3
2980,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2981,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2982,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2983,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2984,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2985,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2986,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2987,Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
2988,Ocwen Financial Corporation,Bank account or service,53
2989,Ocwen Financial Corporation,Bank account or service,0
2990,Ocwen Financial Corporation,Bank account or service,3
2991,Ocwen Financial Corporation,Bank account or service,0
2992,Ocwen Financial Corporation,Bank account or service,0
2993,Ocwen Financial Corporation,Bank account or service,6
2994,Ocwen Financial Corporation,Bank account or service,0
2995,Ocwen Financial Corporation,Bank account or service,0
2996,Ocwen Financial Corporation,Bank account or service,0
2997,Ocwen Financial Corporation,Credit card,4
2998,Ocwen Financial Corporation,Credit card,0
2999,Ocwen Financial Corporation,Credit card,0
