Company,Product,Total Complaints
PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,1
PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,4
PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,10
PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,1
PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,3
PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,3
PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,2
PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,8
PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,2
PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,1
AMERICAN EXPRESS COMPANY,Checking or savings account,0
AMERICAN EXPRESS COMPANY,Checking or savings account,35
AMERICAN EXPRESS COMPANY,Checking or savings account,25
AMERICAN EXPRESS COMPANY,Checking or savings account,3
AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
AMERICAN EXPRESS COMPANY,Credit card or prepaid card,766
AMERICAN EXPRESS COMPANY,Credit card or prepaid card,556
AMERICAN EXPRESS COMPANY,Credit card or prepaid card,148
AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",188
AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",54
AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",12
AMERICAN EXPRESS COMPANY,Debt collection,0
AMERICAN EXPRESS COMPANY,Debt collection,159
AMERICAN EXPRESS COMPANY,Debt collection,110
AMERICAN EXPRESS COMPANY,Debt collection,22
AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",14
AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",7
AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",4
AMERICAN EXPRESS COMPANY,Student loan,0
AMERICAN EXPRESS COMPANY,Student loan,0
AMERICAN EXPRESS COMPANY,Student loan,0
AMERICAN EXPRESS COMPANY,Student loan,0
AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
AMERICAN EXPRESS COMPANY,Mortgage,0
AMERICAN EXPRESS COMPANY,Mortgage,1
AMERICAN EXPRESS COMPANY,Mortgage,0
AMERICAN EXPRESS COMPANY,Mortgage,0
AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",7
AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",3
AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",3
AMERICAN EXPRESS COMPANY,Bank account or service,0
AMERICAN EXPRESS COMPANY,Bank account or service,6
AMERICAN EXPRESS COMPANY,Bank account or service,21
AMERICAN EXPRESS COMPANY,Bank account or service,3
AMERICAN EXPRESS COMPANY,Credit card,0
AMERICAN EXPRESS COMPANY,Credit card,197
AMERICAN EXPRESS COMPANY,Credit card,669
AMERICAN EXPRESS COMPANY,Credit card,81
AMERICAN EXPRESS COMPANY,Credit reporting,0
AMERICAN EXPRESS COMPANY,Credit reporting,1
AMERICAN EXPRESS COMPANY,Credit reporting,6
AMERICAN EXPRESS COMPANY,Credit reporting,0
AMERICAN EXPRESS COMPANY,Consumer Loan,0
AMERICAN EXPRESS COMPANY,Consumer Loan,3
AMERICAN EXPRESS COMPANY,Consumer Loan,3
AMERICAN EXPRESS COMPANY,Consumer Loan,1
AMERICAN EXPRESS COMPANY,Prepaid card,0
AMERICAN EXPRESS COMPANY,Prepaid card,43
AMERICAN EXPRESS COMPANY,Prepaid card,17
AMERICAN EXPRESS COMPANY,Prepaid card,7
AMERICAN EXPRESS COMPANY,Money transfers,0
AMERICAN EXPRESS COMPANY,Money transfers,1
AMERICAN EXPRESS COMPANY,Money transfers,0
AMERICAN EXPRESS COMPANY,Money transfers,0
AMERICAN EXPRESS COMPANY,Other financial service,0
AMERICAN EXPRESS COMPANY,Other financial service,1
AMERICAN EXPRESS COMPANY,Other financial service,5
AMERICAN EXPRESS COMPANY,Other financial service,2
AMERICAN EXPRESS COMPANY,Payday loan,0
AMERICAN EXPRESS COMPANY,Payday loan,0
AMERICAN EXPRESS COMPANY,Payday loan,0
AMERICAN EXPRESS COMPANY,Payday loan,0
NATIONSTAR MORTGAGE,Checking or savings account,0
NATIONSTAR MORTGAGE,Checking or savings account,1
NATIONSTAR MORTGAGE,Checking or savings account,0
NATIONSTAR MORTGAGE,Checking or savings account,0
NATIONSTAR MORTGAGE,Credit card or prepaid card,0
NATIONSTAR MORTGAGE,Credit card or prepaid card,0
NATIONSTAR MORTGAGE,Credit card or prepaid card,0
NATIONSTAR MORTGAGE,Credit card or prepaid card,1
NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",0
NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",123
NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",35
NATIONSTAR MORTGAGE,"Credit reporting, credit repair services, or other personal consumer reports",15
NATIONSTAR MORTGAGE,Debt collection,0
NATIONSTAR MORTGAGE,Debt collection,45
NATIONSTAR MORTGAGE,Debt collection,45
NATIONSTAR MORTGAGE,Debt collection,15
NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",2
NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",2
NATIONSTAR MORTGAGE,"Money transfer, virtual currency, or money service",0
NATIONSTAR MORTGAGE,Student loan,0
NATIONSTAR MORTGAGE,Student loan,0
NATIONSTAR MORTGAGE,Student loan,0
NATIONSTAR MORTGAGE,Student loan,0
NATIONSTAR MORTGAGE,Vehicle loan or lease,0
NATIONSTAR MORTGAGE,Vehicle loan or lease,0
NATIONSTAR MORTGAGE,Vehicle loan or lease,0
NATIONSTAR MORTGAGE,Vehicle loan or lease,0
NATIONSTAR MORTGAGE,Mortgage,0
NATIONSTAR MORTGAGE,Mortgage,1478
NATIONSTAR MORTGAGE,Mortgage,2605
NATIONSTAR MORTGAGE,Mortgage,469
NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",2
NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",1
NATIONSTAR MORTGAGE,"Payday loan, title loan, or personal loan",0
NATIONSTAR MORTGAGE,Bank account or service,0
NATIONSTAR MORTGAGE,Bank account or service,1
NATIONSTAR MORTGAGE,Bank account or service,4
NATIONSTAR MORTGAGE,Bank account or service,0
NATIONSTAR MORTGAGE,Credit card,0
NATIONSTAR MORTGAGE,Credit card,0
NATIONSTAR MORTGAGE,Credit card,0
NATIONSTAR MORTGAGE,Credit card,0
NATIONSTAR MORTGAGE,Credit reporting,0
NATIONSTAR MORTGAGE,Credit reporting,2
NATIONSTAR MORTGAGE,Credit reporting,0
NATIONSTAR MORTGAGE,Credit reporting,0
NATIONSTAR MORTGAGE,Consumer Loan,0
NATIONSTAR MORTGAGE,Consumer Loan,0
NATIONSTAR MORTGAGE,Consumer Loan,3
NATIONSTAR MORTGAGE,Consumer Loan,1
NATIONSTAR MORTGAGE,Prepaid card,0
NATIONSTAR MORTGAGE,Prepaid card,0
NATIONSTAR MORTGAGE,Prepaid card,0
NATIONSTAR MORTGAGE,Prepaid card,0
NATIONSTAR MORTGAGE,Money transfers,0
NATIONSTAR MORTGAGE,Money transfers,0
NATIONSTAR MORTGAGE,Money transfers,0
NATIONSTAR MORTGAGE,Money transfers,1
NATIONSTAR MORTGAGE,Other financial service,0
NATIONSTAR MORTGAGE,Other financial service,0
NATIONSTAR MORTGAGE,Other financial service,0
NATIONSTAR MORTGAGE,Other financial service,0
NATIONSTAR MORTGAGE,Payday loan,0
NATIONSTAR MORTGAGE,Payday loan,0
NATIONSTAR MORTGAGE,Payday loan,0
NATIONSTAR MORTGAGE,Payday loan,0
U.S. BANCORP,Checking or savings account,0
U.S. BANCORP,Checking or savings account,237
U.S. BANCORP,Checking or savings account,266
U.S. BANCORP,Checking or savings account,73
U.S. BANCORP,Credit card or prepaid card,0
U.S. BANCORP,Credit card or prepaid card,352
U.S. BANCORP,Credit card or prepaid card,574
U.S. BANCORP,Credit card or prepaid card,137
U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",0
U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",129
U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",57
U.S. BANCORP,"Credit reporting, credit repair services, or other personal consumer reports",18
U.S. BANCORP,Debt collection,0
U.S. BANCORP,Debt collection,79
U.S. BANCORP,Debt collection,60
U.S. BANCORP,Debt collection,19
U.S. BANCORP,"Money transfer, virtual currency, or money service",0
U.S. BANCORP,"Money transfer, virtual currency, or money service",25
U.S. BANCORP,"Money transfer, virtual currency, or money service",25
U.S. BANCORP,"Money transfer, virtual currency, or money service",6
U.S. BANCORP,Student loan,0
U.S. BANCORP,Student loan,6
U.S. BANCORP,Student loan,2
U.S. BANCORP,Student loan,0
U.S. BANCORP,Vehicle loan or lease,0
U.S. BANCORP,Vehicle loan or lease,32
U.S. BANCORP,Vehicle loan or lease,25
U.S. BANCORP,Vehicle loan or lease,14
U.S. BANCORP,Mortgage,0
U.S. BANCORP,Mortgage,378
U.S. BANCORP,Mortgage,513
U.S. BANCORP,Mortgage,80
U.S. BANCORP,"Payday loan, title loan, or personal loan",0
U.S. BANCORP,"Payday loan, title loan, or personal loan",12
U.S. BANCORP,"Payday loan, title loan, or personal loan",18
U.S. BANCORP,"Payday loan, title loan, or personal loan",8
U.S. BANCORP,Bank account or service,0
U.S. BANCORP,Bank account or service,131
U.S. BANCORP,Bank account or service,351
U.S. BANCORP,Bank account or service,54
U.S. BANCORP,Credit card,0
U.S. BANCORP,Credit card,59
U.S. BANCORP,Credit card,266
U.S. BANCORP,Credit card,24
U.S. BANCORP,Credit reporting,0
U.S. BANCORP,Credit reporting,1
U.S. BANCORP,Credit reporting,8
U.S. BANCORP,Credit reporting,1
U.S. BANCORP,Consumer Loan,0
U.S. BANCORP,Consumer Loan,37
U.S. BANCORP,Consumer Loan,52
U.S. BANCORP,Consumer Loan,13
U.S. BANCORP,Prepaid card,0
U.S. BANCORP,Prepaid card,19
U.S. BANCORP,Prepaid card,12
U.S. BANCORP,Prepaid card,4
U.S. BANCORP,Money transfers,0
U.S. BANCORP,Money transfers,0
U.S. BANCORP,Money transfers,4
U.S. BANCORP,Money transfers,0
U.S. BANCORP,Other financial service,0
U.S. BANCORP,Other financial service,2
U.S. BANCORP,Other financial service,0
U.S. BANCORP,Other financial service,1
U.S. BANCORP,Payday loan,0
U.S. BANCORP,Payday loan,1
U.S. BANCORP,Payday loan,3
U.S. BANCORP,Payday loan,0
Ocwen Financial Corporation,Checking or savings account,0
Ocwen Financial Corporation,Checking or savings account,1
Ocwen Financial Corporation,Checking or savings account,1
Ocwen Financial Corporation,Checking or savings account,0
Ocwen Financial Corporation,Credit card or prepaid card,0
Ocwen Financial Corporation,Credit card or prepaid card,0
Ocwen Financial Corporation,Credit card or prepaid card,0
Ocwen Financial Corporation,Credit card or prepaid card,0
Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",0
Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",67
Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",30
Ocwen Financial Corporation,"Credit reporting, credit repair services, or other personal consumer reports",12
Ocwen Financial Corporation,Debt collection,0
Ocwen Financial Corporation,Debt collection,76
Ocwen Financial Corporation,Debt collection,70
Ocwen Financial Corporation,Debt collection,27
Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",0
Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",2
Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",2
Ocwen Financial Corporation,"Money transfer, virtual currency, or money service",2
Ocwen Financial Corporation,Student loan,0
Ocwen Financial Corporation,Student loan,0
Ocwen Financial Corporation,Student loan,0
Ocwen Financial Corporation,Student loan,0
Ocwen Financial Corporation,Vehicle loan or lease,0
Ocwen Financial Corporation,Vehicle loan or lease,0
Ocwen Financial Corporation,Vehicle loan or lease,0
Ocwen Financial Corporation,Vehicle loan or lease,0
Ocwen Financial Corporation,Mortgage,0
Ocwen Financial Corporation,Mortgage,1534
Ocwen Financial Corporation,Mortgage,3049
Ocwen Financial Corporation,Mortgage,492
Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",1
Ocwen Financial Corporation,"Payday loan, title loan, or personal loan",0
Ocwen Financial Corporation,Bank account or service,0
Ocwen Financial Corporation,Bank account or service,1
Ocwen Financial Corporation,Bank account or service,8
Ocwen Financial Corporation,Bank account or service,1
Ocwen Financial Corporation,Credit card,0
Ocwen Financial Corporation,Credit card,1
Ocwen Financial Corporation,Credit card,0
Ocwen Financial Corporation,Credit card,0
Ocwen Financial Corporation,Credit reporting,0
Ocwen Financial Corporation,Credit reporting,3
Ocwen Financial Corporation,Credit reporting,2
Ocwen Financial Corporation,Credit reporting,1
Ocwen Financial Corporation,Consumer Loan,0
Ocwen Financial Corporation,Consumer Loan,1
Ocwen Financial Corporation,Consumer Loan,4
Ocwen Financial Corporation,Consumer Loan,1
Ocwen Financial Corporation,Prepaid card,0
Ocwen Financial Corporation,Prepaid card,0
Ocwen Financial Corporation,Prepaid card,0
Ocwen Financial Corporation,Prepaid card,0
Ocwen Financial Corporation,Money transfers,0
Ocwen Financial Corporation,Money transfers,0
Ocwen Financial Corporation,Money transfers,0
Ocwen Financial Corporation,Money transfers,0
Ocwen Financial Corporation,Other financial service,0
Ocwen Financial Corporation,Other financial service,0
Ocwen Financial Corporation,Other financial service,1
Ocwen Financial Corporation,Other financial service,1
Ocwen Financial Corporation,Payday loan,0
Ocwen Financial Corporation,Payday loan,0
Ocwen Financial Corporation,Payday loan,1
Ocwen Financial Corporation,Payday loan,0
"Navient Solutions, LLC.",Checking or savings account,0
"Navient Solutions, LLC.",Checking or savings account,0
"Navient Solutions, LLC.",Checking or savings account,0
"Navient Solutions, LLC.",Checking or savings account,0
"Navient Solutions, LLC.",Credit card or prepaid card,0
"Navient Solutions, LLC.",Credit card or prepaid card,0
"Navient Solutions, LLC.",Credit card or prepaid card,1
"Navient Solutions, LLC.",Credit card or prepaid card,0
"Navient Solutions, LLC.","Credit reporting, credit repair services, or other personal consumer reports",0
"Navient Solutions, LLC.","Credit reporting, credit repair services, or other personal consumer reports",280
"Navient Solutions, LLC.","Credit reporting, credit repair services, or other personal consumer reports",32
"Navient Solutions, LLC.","Credit reporting, credit repair services, or other personal consumer reports",8
"Navient Solutions, LLC.",Debt collection,0
"Navient Solutions, LLC.",Debt collection,360
"Navient Solutions, LLC.",Debt collection,218
"Navient Solutions, LLC.",Debt collection,73
"Navient Solutions, LLC.","Money transfer, virtual currency, or money service",0
"Navient Solutions, LLC.","Money transfer, virtual currency, or money service",1
"Navient Solutions, LLC.","Money transfer, virtual currency, or money service",0
"Navient Solutions, LLC.","Money transfer, virtual currency, or money service",0
"Navient Solutions, LLC.",Student loan,0
"Navient Solutions, LLC.",Student loan,2132
"Navient Solutions, LLC.",Student loan,878
"Navient Solutions, LLC.",Student loan,145
"Navient Solutions, LLC.",Vehicle loan or lease,0
"Navient Solutions, LLC.",Vehicle loan or lease,0
"Navient Solutions, LLC.",Vehicle loan or lease,1
"Navient Solutions, LLC.",Vehicle loan or lease,0
"Navient Solutions, LLC.",Mortgage,0
"Navient Solutions, LLC.",Mortgage,0
"Navient Solutions, LLC.",Mortgage,1
"Navient Solutions, LLC.",Mortgage,1
"Navient Solutions, LLC.","Payday loan, title loan, or personal loan",0
"Navient Solutions, LLC.","Payday loan, title loan, or personal loan",2
"Navient Solutions, LLC.","Payday loan, title loan, or personal loan",0
"Navient Solutions, LLC.","Payday loan, title loan, or personal loan",0
"Navient Solutions, LLC.",Bank account or service,0
"Navient Solutions, LLC.",Bank account or service,0
"Navient Solutions, LLC.",Bank account or service,2
"Navient Solutions, LLC.",Bank account or service,0
"Navient Solutions, LLC.",Credit card,0
"Navient Solutions, LLC.",Credit card,0
"Navient Solutions, LLC.",Credit card,0
"Navient Solutions, LLC.",Credit card,0
"Navient Solutions, LLC.",Credit reporting,0
"Navient Solutions, LLC.",Credit reporting,1
"Navient Solutions, LLC.",Credit reporting,3
"Navient Solutions, LLC.",Credit reporting,0
"Navient Solutions, LLC.",Consumer Loan,0
"Navient Solutions, LLC.",Consumer Loan,4
"Navient Solutions, LLC.",Consumer Loan,1
"Navient Solutions, LLC.",Consumer Loan,0
"Navient Solutions, LLC.",Prepaid card,0
"Navient Solutions, LLC.",Prepaid card,0
"Navient Solutions, LLC.",Prepaid card,0
"Navient Solutions, LLC.",Prepaid card,0
"Navient Solutions, LLC.",Money transfers,0
"Navient Solutions, LLC.",Money transfers,0
"Navient Solutions, LLC.",Money transfers,0
"Navient Solutions, LLC.",Money transfers,0
"Navient Solutions, LLC.",Other financial service,0
"Navient Solutions, LLC.",Other financial service,0
"Navient Solutions, LLC.",Other financial service,1
"Navient Solutions, LLC.",Other financial service,0
"Navient Solutions, LLC.",Payday loan,0
"Navient Solutions, LLC.",Payday loan,0
"Navient Solutions, LLC.",Payday loan,0
"Navient Solutions, LLC.",Payday loan,0
SYNCHRONY FINANCIAL,Checking or savings account,0
SYNCHRONY FINANCIAL,Checking or savings account,24
SYNCHRONY FINANCIAL,Checking or savings account,55
SYNCHRONY FINANCIAL,Checking or savings account,28
SYNCHRONY FINANCIAL,Credit card or prepaid card,0
SYNCHRONY FINANCIAL,Credit card or prepaid card,1020
SYNCHRONY FINANCIAL,Credit card or prepaid card,950
SYNCHRONY FINANCIAL,Credit card or prepaid card,269
SYNCHRONY FINANCIAL,"Credit reporting, credit repair services, or other personal consumer reports",0
SYNCHRONY FINANCIAL,"Credit reporting, credit repair services, or other personal consumer reports",583
SYNCHRONY FINANCIAL,"Credit reporting, credit repair services, or other personal consumer reports",180
SYNCHRONY FINANCIAL,"Credit reporting, credit repair services, or other personal consumer reports",69
SYNCHRONY FINANCIAL,Debt collection,0
SYNCHRONY FINANCIAL,Debt collection,599
SYNCHRONY FINANCIAL,Debt collection,427
SYNCHRONY FINANCIAL,Debt collection,97
SYNCHRONY FINANCIAL,"Money transfer, virtual currency, or money service",0
SYNCHRONY FINANCIAL,"Money transfer, virtual currency, or money service",28
SYNCHRONY FINANCIAL,"Money transfer, virtual currency, or money service",29
SYNCHRONY FINANCIAL,"Money transfer, virtual currency, or money service",10
SYNCHRONY FINANCIAL,Student loan,0
SYNCHRONY FINANCIAL,Student loan,0
SYNCHRONY FINANCIAL,Student loan,0
SYNCHRONY FINANCIAL,Student loan,0
SYNCHRONY FINANCIAL,Vehicle loan or lease,0
SYNCHRONY FINANCIAL,Vehicle loan or lease,9
SYNCHRONY FINANCIAL,Vehicle loan or lease,3
SYNCHRONY FINANCIAL,Vehicle loan or lease,3
SYNCHRONY FINANCIAL,Mortgage,0
SYNCHRONY FINANCIAL,Mortgage,6
SYNCHRONY FINANCIAL,Mortgage,15
SYNCHRONY FINANCIAL,Mortgage,3
SYNCHRONY FINANCIAL,"Payday loan, title loan, or personal loan",0
SYNCHRONY FINANCIAL,"Payday loan, title loan, or personal loan",35
SYNCHRONY FINANCIAL,"Payday loan, title loan, or personal loan",45
SYNCHRONY FINANCIAL,"Payday loan, title loan, or personal loan",23
SYNCHRONY FINANCIAL,Bank account or service,0
SYNCHRONY FINANCIAL,Bank account or service,25
SYNCHRONY FINANCIAL,Bank account or service,122
SYNCHRONY FINANCIAL,Bank account or service,26
SYNCHRONY FINANCIAL,Credit card,0
SYNCHRONY FINANCIAL,Credit card,281
SYNCHRONY FINANCIAL,Credit card,994
SYNCHRONY FINANCIAL,Credit card,91
SYNCHRONY FINANCIAL,Credit reporting,0
SYNCHRONY FINANCIAL,Credit reporting,10
SYNCHRONY FINANCIAL,Credit reporting,17
SYNCHRONY FINANCIAL,Credit reporting,1
SYNCHRONY FINANCIAL,Consumer Loan,0
SYNCHRONY FINANCIAL,Consumer Loan,66
SYNCHRONY FINANCIAL,Consumer Loan,104
SYNCHRONY FINANCIAL,Consumer Loan,33
SYNCHRONY FINANCIAL,Prepaid card,0
SYNCHRONY FINANCIAL,Prepaid card,0
SYNCHRONY FINANCIAL,Prepaid card,1
SYNCHRONY FINANCIAL,Prepaid card,0
SYNCHRONY FINANCIAL,Money transfers,0
SYNCHRONY FINANCIAL,Money transfers,0
SYNCHRONY FINANCIAL,Money transfers,1
SYNCHRONY FINANCIAL,Money transfers,1
SYNCHRONY FINANCIAL,Other financial service,0
SYNCHRONY FINANCIAL,Other financial service,0
SYNCHRONY FINANCIAL,Other financial service,2
SYNCHRONY FINANCIAL,Other financial service,0
SYNCHRONY FINANCIAL,Payday loan,0
SYNCHRONY FINANCIAL,Payday loan,3
SYNCHRONY FINANCIAL,Payday loan,4
SYNCHRONY FINANCIAL,Payday loan,1
CAPITAL ONE FINANCIAL CORPORATION,Checking or savings account,0
CAPITAL ONE FINANCIAL CORPORATION,Checking or savings account,237
CAPITAL ONE FINANCIAL CORPORATION,Checking or savings account,258
CAPITAL ONE FINANCIAL CORPORATION,Checking or savings account,61
CAPITAL ONE FINANCIAL CORPORATION,Credit card or prepaid card,0
CAPITAL ONE FINANCIAL CORPORATION,Credit card or prepaid card,1424
CAPITAL ONE FINANCIAL CORPORATION,Credit card or prepaid card,1398
CAPITAL ONE FINANCIAL CORPORATION,Credit card or prepaid card,384
CAPITAL ONE FINANCIAL CORPORATION,"Credit reporting, credit repair services, or other personal consumer reports",0
CAPITAL ONE FINANCIAL CORPORATION,"Credit reporting, credit repair services, or other personal consumer reports",993
CAPITAL ONE FINANCIAL CORPORATION,"Credit reporting, credit repair services, or other personal consumer reports",231
CAPITAL ONE FINANCIAL CORPORATION,"Credit reporting, credit repair services, or other personal consumer reports",65
CAPITAL ONE FINANCIAL CORPORATION,Debt collection,0
CAPITAL ONE FINANCIAL CORPORATION,Debt collection,535
CAPITAL ONE FINANCIAL CORPORATION,Debt collection,282
CAPITAL ONE FINANCIAL CORPORATION,Debt collection,97
CAPITAL ONE FINANCIAL CORPORATION,"Money transfer, virtual currency, or money service",0
CAPITAL ONE FINANCIAL CORPORATION,"Money transfer, virtual currency, or money service",29
CAPITAL ONE FINANCIAL CORPORATION,"Money transfer, virtual currency, or money service",42
CAPITAL ONE FINANCIAL CORPORATION,"Money transfer, virtual currency, or money service",6
CAPITAL ONE FINANCIAL CORPORATION,Student loan,0
CAPITAL ONE FINANCIAL CORPORATION,Student loan,0
CAPITAL ONE FINANCIAL CORPORATION,Student loan,0
CAPITAL ONE FINANCIAL CORPORATION,Student loan,0
CAPITAL ONE FINANCIAL CORPORATION,Vehicle loan or lease,0
CAPITAL ONE FINANCIAL CORPORATION,Vehicle loan or lease,139
CAPITAL ONE FINANCIAL CORPORATION,Vehicle loan or lease,66
CAPITAL ONE FINANCIAL CORPORATION,Vehicle loan or lease,12
CAPITAL ONE FINANCIAL CORPORATION,Mortgage,0
CAPITAL ONE FINANCIAL CORPORATION,Mortgage,18
CAPITAL ONE FINANCIAL CORPORATION,Mortgage,110
CAPITAL ONE FINANCIAL CORPORATION,Mortgage,11
CAPITAL ONE FINANCIAL CORPORATION,"Payday loan, title loan, or personal loan",0
CAPITAL ONE FINANCIAL CORPORATION,"Payday loan, title loan, or personal loan",7
CAPITAL ONE FINANCIAL CORPORATION,"Payday loan, title loan, or personal loan",14
CAPITAL ONE FINANCIAL CORPORATION,"Payday loan, title loan, or personal loan",0
CAPITAL ONE FINANCIAL CORPORATION,Bank account or service,0
CAPITAL ONE FINANCIAL CORPORATION,Bank account or service,63
CAPITAL ONE FINANCIAL CORPORATION,Bank account or service,232
CAPITAL ONE FINANCIAL CORPORATION,Bank account or service,24
CAPITAL ONE FINANCIAL CORPORATION,Credit card,0
CAPITAL ONE FINANCIAL CORPORATION,Credit card,424
CAPITAL ONE FINANCIAL CORPORATION,Credit card,1219
CAPITAL ONE FINANCIAL CORPORATION,Credit card,141
CAPITAL ONE FINANCIAL CORPORATION,Credit reporting,0
CAPITAL ONE FINANCIAL CORPORATION,Credit reporting,20
CAPITAL ONE FINANCIAL CORPORATION,Credit reporting,27
CAPITAL ONE FINANCIAL CORPORATION,Credit reporting,2
CAPITAL ONE FINANCIAL CORPORATION,Consumer Loan,0
CAPITAL ONE FINANCIAL CORPORATION,Consumer Loan,82
CAPITAL ONE FINANCIAL CORPORATION,Consumer Loan,76
CAPITAL ONE FINANCIAL CORPORATION,Consumer Loan,16
CAPITAL ONE FINANCIAL CORPORATION,Prepaid card,0
CAPITAL ONE FINANCIAL CORPORATION,Prepaid card,2
CAPITAL ONE FINANCIAL CORPORATION,Prepaid card,4
CAPITAL ONE FINANCIAL CORPORATION,Prepaid card,1
CAPITAL ONE FINANCIAL CORPORATION,Money transfers,0
CAPITAL ONE FINANCIAL CORPORATION,Money transfers,1
CAPITAL ONE FINANCIAL CORPORATION,Money transfers,6
CAPITAL ONE FINANCIAL CORPORATION,Money transfers,0
CAPITAL ONE FINANCIAL CORPORATION,Other financial service,0
CAPITAL ONE FINANCIAL CORPORATION,Other financial service,1
CAPITAL ONE FINANCIAL CORPORATION,Other financial service,2
CAPITAL ONE FINANCIAL CORPORATION,Other financial service,1
CAPITAL ONE FINANCIAL CORPORATION,Payday loan,0
